id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"26595676","2014-10-27 19:49:33","0","232","Break-up year, months & days in Pandas","2","0","","0nir","1355","",""
"26513470","2014-10-22 17:28:41","1","43","Do not need the 'days' part for difference between dates field in Python Pandas","1","0","","0nir","1355","EdChum","381811"
"27364432","2014-12-08 18:25:14","1","2481","where condition with inner join in pandas","2","0","","0nir","1355","chrisb","50431"
"27512843","2014-12-16 19:57:18","0","4946","Concat float with string in pandas","1","1","","0nir","1355","fred","9822"
"26879073","2014-11-12 04:05:05","73","24235","Checking whether data frame is copy or view in Pandas","3","5","0","nick_eu","3593","nick_eu","3593"
"26812763","2014-11-08 01:34:37","30","85547","Applying a custom groupby aggregate function to output a binary outcome in pandas python","2","0","0","finstats","1369","unutbu","852025"
"26496356","2014-10-21 21:07:59","24","53695","How to create a Decile and Quintile columns to rank another variable based on size using Python, Pandas?","1","0","0","finstats","1369","Dan Frank","1907"
"26304933","2014-10-10 17:29:33","1","519","How to subset data based on dates using Python Pandas?","0","4","","finstats","1369","",""
"27239063","2014-12-01 23:09:06","4","10108","How to find the number of the day in a year based on the actual dates using Pandas?","3","0","","finstats","1369","behzad.nouri","75531"
"27005833","2014-11-18 23:04:35","2","2756","Python how to split a data frame into two equal sized groups based on unique customer IDs?","1","0","","finstats","1369","Daniel","27019"
"27084056","2014-11-23 00:12:02","1","150","How to copy unique keys and values from another dictionary in Python","1","0","","finstats","1369","DSM","345177"
"25777037","2014-09-11 00:09:39","25","30277","How can I left justify text in a pandas DataFrame column in an IPython notebook","5","1","0","Fred Mitchell","2141","Brian Burns","20983"
"26760975","2014-11-05 15:33:52","1","911","skiprows=[list] not working in Pandas read_csv","1","4","","eibwen","195","eibwen","195"
"27117006","2014-11-25 00:53:09","1","826","Pandas DataFrame Display Without Dimensions","1","0","","Michael","13384","unutbu","852025"
"26640129","2014-10-29 20:33:19","73","169966","Search for String in all Pandas DataFrame columns and filter","8","2","0","horatio1701d","8909","unutbu","852025"
"26319108","2014-10-11 20:46:24","1","380","Combine Python Pandas Dataframe more Efficiently than List Append Method","1","2","0","horatio1701d","8909","unutbu","852025"
"26331630","2014-10-13 01:04:48","0","110","Python Pandas for Creating CSVs and Memory Usage","1","1","","horatio1701d","8909","",""
"26977076","2014-11-17 16:21:12","210","425374","pandas unique values multiple columns","12","1","0","user2333196","5536","Alex Riley","171264"
"27430045","2014-12-11 18:36:54","1","38","what can't I group a DataFrame by every column","1","0","","piRSquared","288248","Jamie Bull","13089"
"25771299","2014-09-10 17:14:33","1","5097","None in pandas dataframe index","1","1","","piRSquared","288248","Paul H","66092"
"26103729","2014-09-29 15:42:26","1","2118","Pandas plot subplots of a 'group by' result","3","0","","MaM","2041","",""
"26784556","2014-11-06 16:33:45","0","2616","pandas python: np.array_split(df, x) throws an error: 'DataFrame' object has no attribute 'size'","2","0","","Boosted_d16","13472","WGS","14029"
"26786538","2014-11-06 18:15:48","0","174","Pandas Python DataFrames: How to split dataframes","1","0","","Boosted_d16","13472","mtadd","2505"
"26282434","2014-10-09 15:34:35","0","672","Pandas Python: take a subset of df by row labels while using re.IGNORECASE","1","0","","Boosted_d16","13472","Alex Riley","171264"
"26165068","2014-10-02 16:18:37","0","4687","Delete multiple Pandas DataFrame row where column value is this or that","1","0","","Boosted_d16","13472","unutbu","852025"
"26180240","2014-10-03 13:50:38","2","1018","Python Pandas: replace given character if found in column label","1","0","","Boosted_d16","13472","EdChum","381811"
"26233925","2014-10-07 10:28:08","1","457","Pandas Python: sort df while excluding given rows by label","1","2","","Boosted_d16","13472","EdChum","381811"
"26220681","2014-10-06 16:31:52","2","3764","Pandas Python: sort dataframe but don't include given row","1","0","0","Boosted_d16","13472","trvrm","784"
"27358594","2014-12-08 12:59:44","0","668","pandas python: concet/merge/join 2 dfs on index","1","0","","Boosted_d16","13472","unutbu","852025"
"27168746","2014-11-27 10:47:53","2","2333","python pandas: case insensitive drop column","2","3","","Boosted_d16","13472","EdChum","381811"
"26972961","2014-11-17 12:41:14","0","3465","Python Pandas: why does np.round() rounds 14.50 down to 14?","5","1","0","Boosted_d16","13472","Clyde","171"
"26911475","2014-11-13 14:43:00","0","2660","pandas python: access row by case insensitive label","1","0","","Boosted_d16","13472","chrisb","50431"
"26736745","2014-11-04 13:47:52","2","259","Indexing a pandas.Panel counterintuitive or a bug?","1","1","0","Rob","3448","Rob","3448"
"26551662","2014-10-24 15:56:17","23","60083","import text to pandas with multiple delimiters","1","0","0","CastleH","339","DSM","345177"
"26678467","2014-10-31 15:43:13","59","77250","Export a Pandas dataframe as a table image","4","1","0","user2370852","590","",""
"27365601","2014-12-08 19:43:11","4","3323","How to label the bars of a stacked bar plot from a pandas DataFrame?","0","3","","Fabian Heller","430","",""
"26402860","2014-10-16 11:08:01","2","80","Make row value into column and sum for DataFrame","1","0","","gussilago","922","behzad.nouri","75531"
"26911426","2014-11-13 14:40:35","1","182","Python Pandas: Eliminate a row from a dataframe if a value in a any preceding row in a groupby meets a certain criteria","2","0","","IcemanBerlin","3297","user1827356","6814"
"27680186","2014-12-28 20:13:45","1","218","Python Pandas Indexing Reform","1","0","","Kevin Bell","277","DSM","345177"
"26386848","2014-10-15 15:53:04","1","785","Pandas - How can I make every value within a column NaN?","1","1","","Slavatron","2288","EdChum","381811"
"26387973","2014-10-15 16:57:01","1","382","Pandas - Delete cells based on ranking within column","1","0","","Slavatron","2288","CT Zhu","53088"
"26873175","2014-11-11 19:44:08","0","3377","Pandas - Remove rows based on combinations of NaN values","3","2","0","Slavatron","2288","Phani","3277"
"26220621","2014-10-06 16:28:08","0","255","Pandas - Create new dataframes based on ranked values in select columns","1","0","","Slavatron","2288","Alex Riley","171264"
"26019740","2014-09-24 14:39:39","0","3776","Pandas - Splitting columns to separate positive and negative numbers","1","0","0","Slavatron","2288","EdChum","381811"
"26901111","2014-11-13 04:00:38","0","582","Extracting hours from a csv with pandas","2","0","","meto","3525","DSM","345177"
"26911973","2014-11-13 15:04:43","8","14936","Pandas: plotting two histograms on the same plot","2","0","0","meto","3525","rustil","136"
"26932682","2014-11-14 14:53:44","11","14996","Pandas: add crosstab totals","3","0","","meto","3525","joris","134754"
"27049472","2014-11-20 20:59:36","0","462","Convert timezone of multiple columns in a pandas DataFrame according to a third column?","1","0","0","dmb","1669","Jeff","126372"
"27042575","2014-11-20 14:53:39","2","7134","Extracting hour, date and month from a pandas (python) DataFrame object","1","0","0","Duna","725","",""
"27103044","2014-11-24 10:49:56","16","50059","Converting datetime string to datetime in numpy (python)","2","0","0","Duna","725","Lee","29821"
"26462385","2014-10-20 09:29:39","0","93","Pandas data frame mean by variables","1","1","","Donbeo","17237","EdChum","381811"
"25648120","2014-09-03 15:23:07","0","360","Pandas group by to aggregate string field","2","0","","franco_b","868","tktk","11503"
"27471215","2014-12-14 16:13:31","0","5084","Iterating a Pandas dataframe over 'n' next rows","1","5","","franco_b","868","ErikR","51639"
"27504479","2014-12-16 12:15:43","0","1425","Pandas sorting dataframe on the basis of other column value","1","0","","franco_b","868","Primer","10152"
"27173577","2014-11-27 15:00:11","3","1568","how to make pandas.to_datetime convert large years in Python (Pandas)?","0","7","","Hanan Shteingart","8650","",""
"26537311","2014-10-23 20:55:10","2","630","how to convert pandas Series of Numpy object into a Numpy matrix?","1","0","","Hanan Shteingart","8650","mrcl","2150"
"25769139","2014-09-10 15:17:45","0","352","Hierarchical index in data frame missing columns","1","4","","Daniel","5153","Yang","114"
"25852504","2014-09-15 16:20:55","5","4060","transpose multiple columns Pandas dataframe","2","0","0","Daniel","5153","Paul H","66092"
"25792086","2014-09-11 15:57:44","16","36483","Pandas merge return empty dataframe","1","2","0","Daniel","5153","Daniel","5153"
"27185946","2014-11-28 09:50:57","0","443","Data entry to pandas data frame variable","0","8","","user2458377","1","",""
"26975089","2014-11-17 14:38:49","10","7147","Making the labels of the scatterplot vertical and horizontal in Pandas","2","1","0","Jack Twain","6293","",""
"26101831","2014-09-29 14:06:33","5","944","The tick label in scatterplot with Pandas is not drawn correctly","2","1","0","Jack Twain","6293","",""
"26360759","2014-10-14 12:24:38","22","26889","Understanding the diagonal in Pandas' scatter matrix plot","2","1","0","Jack Twain","6293","",""
"26753524","2014-11-05 09:26:07","1","97","How to draw the value on the bars in a bar chart with Pandas?","1","0","","Jack Twain","6293","",""
"27637281","2014-12-24 12:53:54","81","63077","What are Python pandas equivalents for R functions like str(), summary(), and head()?","8","1","0","megashigger","8745","omer sagi","711"
"27637825","2014-12-24 13:40:17","0","87","Variable visibility issue with Pandas and IPython","1","2","","Vitaly Isaev","5479","Karthik V","1867"
"27150972","2014-11-26 13:54:06","10","7406","Plotting dataframe raises error of ordinal value must be >= 1","2","5","0","David Michael Gang","7167","",""
"26660040","2014-10-30 17:54:20","1","2359","Faster way to assign new values in pandas dataframe","1","0","","captain ahab","1029","BrenBarn","244932"
"26720916","2014-11-03 18:47:25","32","63199","Faster way to rank rows in subgroups in pandas dataframe","2","0","0","captain ahab","1029","Jeff","126372"
"27011119","2014-11-19 07:17:24","0","2677","Pandas increment time series by one minute","1","0","","Chandra","526","",""
"26820843","2014-11-08 18:55:27","0","693","How to create time series with missing datetime values","1","0","0","Chandra","526","fileunderwater","1125"
"26792502","2014-11-07 01:23:06","0","274","R merge two different time series with same date","1","5","","Chandra","526","",""
"26109749","2014-09-29 22:12:47","0","13549","how to perform a linear approximation and get linear equation from an array of data in python","1","2","0","Dhruv Patel","446","Lee","29821"
"26916360","2014-11-13 18:58:29","3","2772","How to Partition Pandas DataFrame using DateTime","1","1","0","vishnubob","73","DSM","345177"
"25815120","2014-09-12 19:05:58","4","9697","python pandas read_csv taking forever","1","11","0","GilLevi","2127","",""
"27554036","2014-12-18 19:15:42","1","3747","python csv module read csv split by comma but ignore the comma inside double or single quotes","1","6","","JudyJiang","2207","",""
"27667759","2014-12-27 13:35:22","69","77534","Is .ix() always better than .loc() and .iloc() since it is faster and supports integer and label access?","2","3","0","megashigger","8745","Anzel","20035"
"26741901","2014-11-04 18:01:43","1","639","Pandas dataframe - running sum within cluster","1","0","","Baron Yugovich","3883","mechanical_meat","165351"
"26718117","2014-11-03 16:05:13","0","2349","Pandas - accumulate values within certain time interval","1","0","0","Baron Yugovich","3883","",""
"26365484","2014-10-14 16:15:49","0","966","Pandas - consecutive values must be different","1","0","0","Baron Yugovich","3883","Alex Riley","171264"
"26628835","2014-10-29 11:11:51","3","10459","how to add new record to pandas dataframe","3","1","","Yuval Atzmon","5725","Mohamed Ali JAMAOUI","14485"
"26787755","2014-11-06 19:24:44","1","249","How can I access multiple columns in Pandas 0.15 DataFrame.resample method?","1","1","","Steve Leibman","631","",""
"25717397","2014-09-08 04:19:34","16","20410","Using np.where but maintaining exisitng values if condition is False","4","1","0","Woody Pride","13647","JaminSore","3808"
"27439023","2014-12-12 07:45:03","24","20534","Pandas Groupby Agg Function Does Not Reduce","2","6","0","Woody Pride","13647","",""
"26849411","2014-11-10 17:26:11","3","693","Python Pandas, aggregate multiple columns from one","1","0","0","Drico","1342","CT Zhu","53088"
"26196744","2014-10-04 20:11:57","1","259","Plotting timeseries","1","2","","vdesai","813","",""
"26100632","2014-09-29 13:03:23","2","4040","Subset pandas dataframe by particular months of dates in column?","1","1","0","user2491254","723","",""
"26098710","2014-09-29 11:21:50","65","167645","Rename unnamed column pandas dataframe","9","1","0","user2491254","723","",""
"25951960","2014-09-20 18:22:21","0","289","Selecting values from a Pandas DataFrame with a hierarchical index","1","0","","user2491254","723","",""
"25917287","2014-09-18 15:55:34","2","6086","Pandas groupby - Expanding mean by column value","3","2","0","Alex T","353","",""
"26283641","2014-10-09 16:38:01","5","5671","Pandas: DataFrame too long after merge","1","2","0","Nils Gudat","13520","Liam Foley","7542"
"26700598","2014-11-02 14:48:43","66","176228","Matplotlib showing x-tick labels overlapping","3","0","0","8one6","13198","8one6","13198"
"25702017","2014-09-06 15:55:50","9","7807","Plotting time series using Seaborn FacetGrid","1","2","0","8one6","13198","mwaskom","47320"
"25920932","2014-09-18 19:33:16","5","9653","Why do I get Pandas data frame with only one column vs Series?","1","0","0","paulsef11","628","BrenBarn","244932"
"27134284","2014-11-25 18:42:46","0","61","Get Pandas DataFrame entry by index along with subsequent N rows","1","1","","ignorantcity","31","EdChum","381811"
"26164163","2014-10-02 15:23:45","0","90","How to return a single row for rows that have duplicate values in Pandas","2","0","","Sara","943","DSM","345177"
"26126880","2014-09-30 17:43:26","0","189","Python Pandas DataFrame how to Pivot","2","0","0","tryptofame","362","Wilduck","13912"
"26137946","2014-10-01 09:14:47","4","12866","Pandas: create timestamp from 3 columns: Month, Day, Hour","2","9","0","Julien Marrec","11775","jfs","403466"
"26526230","2014-10-23 10:34:12","16","53091","Plotting datetimeindex on x-axis with matplotlib creates wrong ticks in pandas 0.15 in contrast to 0.14","3","1","0","Dirk","9511","joris","134754"
"26528309","2014-10-23 12:39:14","7","2787","When plotting datetime index data, put markers in the plot on specific days (e.g. weekend)","1","0","0","Dirk","9511","Dirk","9511"
"27155129","2014-11-26 17:14:45","3","2065","Split pandas Series rows containing multiline strings into separate rows","1","0","","Dirk","9511","Matti John","19657"
"27408306","2014-12-10 18:31:28","0","1302","Select rows and subrows in pandas multiindex dataframe by condition","1","0","","Dirk","9511","elyase","39917"
"27225636","2014-12-01 09:49:39","11","18820","How to create mosaic plot from Pandas dataframe with Statsmodels library?","2","0","0","Dirk","9511","Primer","10152"
"27300070","2014-12-04 17:20:14","7","24294","Use Pandas string method 'contains' on a Series containing lists of strings","1","0","0","Dirk","9511","Roman Pekar","108270"
"27503851","2014-12-16 11:42:26","6","3818","Read hierarchical (tree-like) XML into a pandas dataframe, preserving hierarchy","1","0","0","Dirk","9511","Dirk","9511"
"27307838","2014-12-05 02:34:33","2","3112","How do I use pandas' rolling_std to consider two columns in its observation?","2","0","","WGS","14029","unutbu","852025"
"26269170","2014-10-09 02:00:41","1","274","Pivoting a Pandas dataframe with a gapless daterange as index","1","0","","WGS","14029","DSM","345177"
"26412072","2014-10-16 19:09:32","2","2711","How to sum columns in csv file in python more efficiently","3","1","0","thecoparyew","715","RickyA","15603"
"26742908","2014-11-04 18:58:40","0","27","Derived/metadata about logs in pandas","1","3","","ehacinom","8278","unutbu","852025"
"25694612","2014-09-05 22:03:24","7","2671","Get mean of last N weekdays for pandas dataframe","2","1","0","ehacinom","8278","joris","134754"
"27240982","2014-12-02 02:39:09","23","74984","ValueError when using pandas.read_json","10","1","0","ehacinom","8278","learn2day","1606"
"26613083","2014-10-28 16:07:23","2","2998","Unable to convert to datetime using pd.to_datetime","1","2","0","lmblanes","121","EdChum","381811"
"27062652","2014-11-21 13:34:51","15","15168","pandas rolling sum of last five minutes","1","0","0","Sajith Edirisinghe","1717","unutbu","852025"
"26130442","2014-09-30 21:31:46","3","877","rolling_mean instability in pandas","1","2","","Will Pan","282","Yoel","9274"
"25633558","2014-09-02 22:46:18","0","140","Use Groupby to construct a dataframe with value counts of other column","1","0","","Union find","7896","willemolding","116"
"25820071","2014-09-13 05:20:59","0","1688","Pandas column.sum() without having the index values multiply","1","1","","Union find","7896","Robᵩ","164942"
"27452921","2014-12-12 22:12:12","0","65","Pandas appending Series to DataFrame to write to a file","1","1","","bischoffingston","637","paulsef11","628"
"27556502","2014-12-18 22:04:07","2","896","Making custom classes xlsxwriter friendly","1","4","","SmearingMap","330","Joran Beasley","111315"
"25734454","2014-09-08 23:12:57","2","1065","nbconvert multiindex dataframes to latex","2","0","","BVJ","568","Andy Hayden","364041"
"26827855","2014-11-09 11:52:54","0","1155","Removing duplicates in dataset using panda's dataframe.drop_duplicate()","1","0","","Kuan E.","383","Kuan E.","383"
"26124596","2014-09-30 15:28:56","0","128","pandas 0.14.1 installation linker error","1","0","","Christian K.","2794","",""
"26002564","2014-09-23 18:49:07","2","1547","Pandas: fillna() method with multiindex - NaNs are filled with wrong columns","1","11","0","pbreach","16287","unutbu","852025"
"25631666","2014-09-02 20:16:57","0","312","pandas.PeriodIndex causes ipython kernal to 'die unexpectedly' when initializing with an array of datetime objects","0","7","","pbreach","16287","",""
"25677929","2014-09-05 02:44:29","1","111","Convenient way to slice from multiindexed rows based on range of keys at different levels with pandas dataframe","1","8","","pbreach","16287","Andy Hayden","364041"
"26434123","2014-10-17 22:12:12","15","11306","Pandas: apply different functions to different columns","3","0","0","pbreach","16287","rocarvaj","556"
"26474693","2014-10-20 20:51:17","52","103068","ExcelFile Vs. read_excel in pandas","3","2","0","Optimesh","2767","",""
"27677066","2014-12-28 13:56:44","3","3059","OneHotEncoder TypeError: no supported conversion for types: (dtype('float64'), dtype('O'))","0","3","","Himateja Madala","321","",""
"27517805","2014-12-17 03:22:57","2","1990","Matrix with results of function f(x,y) in Python/numpy/pandas","3","2","","Toby","33","pv.","34155"
"27276972","2014-12-03 16:38:15","0","69","Error when importing module in main Python installation: module is called from an inexistent venv Python","1","3","","Jaqo","329","Jaqo","329"
"27220465","2014-12-01 01:18:03","0","676","Pandas dataframe to list of tuples","1","0","0","Scott Davis","983","unutbu","852025"
"26923962","2014-11-14 06:07:46","-1","2040","Sorting Pandas Dataframe by Category","1","4","","Scott Davis","983","",""
"27314372","2014-12-05 10:59:15","2","874","Changing rows at random in pandas","1","0","","Peadar Coyle","2213","EdChum","381811"
"26784313","2014-11-06 16:22:15","0","4498","Converting millions and billion to a number or integer in a Python column","1","3","","Peadar Coyle","2213","",""
"26498627","2014-10-22 00:36:17","7","3131","Bar plot with timedelta as bar width","1","0","0","oxtay","3990","Primer","10152"
"26033301","2014-09-25 07:50:34","39","25731","make pandas DataFrame to a dict and dropna","11","0","0","der_die_das_jojo","903","",""
"26445014","2014-10-18 22:06:18","1","247","How to compress a data frame within a range?","1","0","","Samuel","65","unutbu","852025"
"26243676","2014-10-07 19:27:27","0","146","How to loop with time in Python","0","5","","Samuel","65","",""
"26248481","2014-10-08 02:49:58","0","92","Python working with pandas","1","1","","Samuel","65","",""
"26899356","2014-11-13 00:34:51","1","836","Misaligned columns in Pandas dataframe from pandas.ExcelFile import","1","2","","Alex Woolford","4463","",""
"27443111","2014-12-12 11:53:05","1","1341","Pandas: Difference with first element of the group","1","0","","Rafael","1028","behzad.nouri","75531"
"26281751","2014-10-09 15:01:37","0","61","How to deal with duplicate records when grouping in pandas","0","2","","JonnyD","487","",""
"26150052","2014-10-01 20:30:00","1","122","Understanding groupby in pandas","1","0","","JonnyD","487","chrisb","50431"
"26180523","2014-10-03 14:07:55","8","9239","Formatting json from pandas dataframe","1","0","0","JonnyD","487","chrisb","50431"
"26833973","2014-11-09 22:18:02","0","1135","Python Pandas identify changes in values across rows","1","2","","Consultationist","67","",""
"26320840","2014-10-12 01:05:34","0","2207","Create scatterplot in pandas using row as index and row as data","1","0","0","Boss1295","129","TomAugspurger","28422"
"26326489","2014-10-12 15:01:24","10","13679","Finding the intersection between two series in Pandas using index","2","0","0","Boss1295","129","Alex Riley","171264"
"27468892","2014-12-14 11:35:15","2","8911","Pandas get_dummies to output dtype integer/bool instead of float","2","0","0","queise","2376","queise","2376"
"27715744","2014-12-31 03:26:08","8","1677","How to reduce a data with the longest string under pandas framework?","2","0","","Wen Hsiao","631","falsetru","360371"
"26048137","2014-09-25 21:09:11","3","2361","Importing arrays from Excel to Python Pandas using Pyxll","3","0","","erantdo","685","Felix Zumstein","6887"
"25829917","2014-09-14 03:53:29","2","1893","Python Pandas 0.14.0. Error with timestamp format when using dataframe.to_sql","1","0","","abuteau","7193","joris","134754"
"25689558","2014-09-05 15:45:04","11","28148","Pandas bar plot -- specify bar color by column","2","1","0","Ryan","1074","DataSwede","5361"
"25939853","2014-09-19 18:02:57","0","168","Create new colum on pandas getting previous row","1","0","","Hugo Salvador","1094","",""
"26776824","2014-11-06 10:15:31","4","417","dtype lost in pandas combine_first","0","3","","user2689410","465","",""
"26658213","2014-10-30 16:21:19","3","1793","How can I find the start and end of a regex match using a python pandas dataframe?","1","5","","Mark Teese","661","",""
"26785839","2014-11-06 17:38:22","1","49","Line and area plot on the same axis, and a common legend","0","0","","user2690051","155","",""
"26834773","2014-11-09 23:56:45","1","329","Plotting error python in linux environment pandas...possible to just save?","1","0","","wolfsatthedoor","7303","unutbu","852025"
"26855617","2014-11-11 00:40:12","1","102","Expanding pandas index, where new index values are zeroes","2","2","","wolfsatthedoor","7303","Marius","58769"
"26873164","2014-11-11 19:43:11","3","274","Constructing pandas dataframe with rows conditional on their not existing in another dataframe python","3","0","","wolfsatthedoor","7303","user1827356","6814"
"26870712","2014-11-11 17:23:57","4","4616","Groupby in pandas, filling in missing groups with []","3","0","0","wolfsatthedoor","7303","",""
"26743793","2014-11-04 19:52:50","0","94","Pandas series of datetimes in python","1","0","0","wolfsatthedoor","7303","Alex Riley","171264"
"26744370","2014-11-04 20:25:28","1","915","Most efficient way to convert pandas series of integers to strings?","1","1","","wolfsatthedoor","7303","",""
"26719315","2014-11-03 17:12:24","4","909","More efficient pandas python command to drop Nan rows?","2","8","0","wolfsatthedoor","7303","",""
"26632280","2014-10-29 13:58:28","0","133","Adding a tick and text on the x-axis of a pandas plot at a particular index in python","0","3","","wolfsatthedoor","7303","",""
"26600428","2014-10-28 03:28:54","0","140","Replacing a substring with another substring pandas python","1","5","","wolfsatthedoor","7303","Marius","58769"
"26475384","2014-10-20 21:38:17","6","13314","Median of a list with NaN values removed, in python","2","1","","wolfsatthedoor","7303","Warren Weckesser","111675"
"26477901","2014-10-21 02:18:29","13","6160","pandas: get elements (index, col) below diagonal in DataFrame","2","1","0","wolfsatthedoor","7303","Jeff","126372"
"26469470","2014-10-20 15:33:56","1","990","Element-wise median of a lot of matrices, python pandas","1","1","","wolfsatthedoor","7303","mdurant","27649"
"27572897","2014-12-19 19:44:17","1","53","python making a new list from two lists, second list says how many times to repeat the elements in the first list","4","0","","wolfsatthedoor","7303","",""
"27592456","2014-12-21 18:32:24","116","136795","Floor or ceiling of a pandas series in python?","5","0","0","wolfsatthedoor","7303","Alex Riley","171264"
"27592906","2014-12-21 19:26:05","2","519","When is the computational cost of applying a function convex?","1","1","","wolfsatthedoor","7303","unutbu","852025"
"27415491","2014-12-11 04:42:17","1","264","Creating new variables based on two columns as index one column as new variable names python pandas or R","1","0","","wolfsatthedoor","7303","akrun","874669"
"27003175","2014-11-18 20:13:51","2","640","What is the fastest way to get a groups name by key using pandas?","1","3","","wolfsatthedoor","7303","JD Long","60052"
"27003430","2014-11-18 20:29:02","2","1006","Parallelizing apply function in pandas python. worked on groupby","0","1","","wolfsatthedoor","7303","",""
"26519416","2014-10-23 00:32:59","0","968","python pandas dataframe, operations on values","1","0","0","antonio_zeus","477","",""
"26771351","2014-11-06 03:42:48","3","777","Stop Pandas TimeGrouper from forming incomplete groups","1","0","0","Jason","4376","Jeff","126372"
"26001857","2014-09-23 18:08:03","1","1441","Accessing .seconds or .days attribute of timedelta data in a Pandas dataframe","1","0","0","Jason","4376","chrisb","50431"
"26074447","2014-09-27 12:00:45","14","22450","Creating a pandas dataframe from a dictionary","1","0","0","Jason","4376","unutbu","852025"
"26005424","2014-09-23 22:02:13","4","6885","Searching a Pandas series using a string produces a KeyError","1","4","0","Jason","4376","DSM","345177"
"25839397","2014-09-15 00:43:37","2","2554","Creating a DataFrame using .loc to set with enlargement","1","1","0","Jason","4376","unutbu","852025"
"27498316","2014-12-16 05:45:02","1","1055","Python Pandas: Selecting previous row of matching row","1","0","0","ConnectedSystems","902","Steve","106"
"26505140","2014-10-22 10:12:06","6","1128","Convert pandas multi-index to pandas timestamp","3","5","0","roi3i3ie","81","",""
"27523619","2014-12-17 10:38:32","0","181","Pandas evaluate counts of multiple values in a DataFrame","1","1","","Fabio Lamanna","20794","steboc","1161"
"27464394","2014-12-13 22:38:10","1","1502","Find points in cells through pandas dataframes of coordinates","1","0","0","Fabio Lamanna","20794","Bob Haffner","8315"
"25822604","2014-09-13 11:09:09","13","33778","Pandas concat ValueError: Buffer dtype mismatch, expected 'Python object' but got 'long long'","3","3","0","lapolonio","1117","",""
"27462337","2014-12-13 18:42:52","4","4944","How to show pandas data on web page with d3 style graphs?","1","1","0","mike","153","",""
"26455635","2014-10-19 21:31:27","2","1040","Using pytables to store a datetime so that pandas will automatically recognise","0","5","0","mrkbutty","529","",""
"26731587","2014-11-04 09:26:49","1","173","How to use a functional in this case?","2","0","","Orvar Korvar","975","chrisb","50431"
"26656469","2014-10-30 15:01:51","0","542","Pandas works in Ipython but can't find module in OSX terminal","1","0","","ATMA","1450","",""
"26006547","2014-09-24 00:05:28","0","636","Reformat a column containing dates in Pandas","1","0","","ATMA","1450","Marius","58769"
"26147933","2014-10-01 18:18:47","1","3723","Only one column after group by()","1","0","","ATMA","1450","unutbu","852025"
"26981669","2014-11-17 20:46:17","2","1012","Pandas: Select rows where a number of strings appear more than once","1","4","","ATMA","1450","acushner","9730"
"26620647","2014-10-29 00:05:44","5","7273","Replace values in a dataframe column based on condition","1","1","0","ozhogin","155","Jeff","126372"
"26105424","2014-09-29 17:20:39","0","339","Can't call to_json on pivoted pandas dataframe: returns ""ValueError: Label array sizes do not match corresponding data shape""","1","0","0","Chris","105","unutbu","852025"
"26371720","2014-10-14 22:51:51","0","497","How can I keep the intersection of a panel between dates using Pandas?","2","0","","user2734178","227","user2734178","227"
"26858077","2014-11-11 05:22:13","1","640","pandas.io.ga not working for me","1","0","0","tim","33","Felix Zumstein","6887"
"26614465","2014-10-28 17:15:31","49","165641","Python pandas apply function if a column value is not NULL","7","0","0","ragesz","9169","tktk","11503"
"26483254","2014-10-21 09:26:25","173","248018","Python pandas insert list into a cell","9","3","0","ragesz","9169","ragesz","9169"
"26920383","2014-11-13 23:26:41","0","410","pandas dataframe transformation partial sums","1","0","","Mike","3885","exp1orer","11609"
"27044039","2014-11-20 16:02:47","2","1184","unstack ""multi-indexed"" column| in pandas","2","0","0","Mike","3885","leo","317"
"27071272","2014-11-21 22:13:58","0","735","pandas multiindex selection with ranges","1","0","","Mike","3885","Primer","10152"
"27110294","2014-11-24 17:11:26","5","5406","Convert string to integer pandas dataframe index","1","1","0","Mike","3885","joris","134754"
"26370987","2014-10-14 21:50:43","2","1662","Is it possible to specify a data frequency when using pandas to read from an online data source?","1","0","0","Michael A","4441","unutbu","852025"
"26642133","2014-10-29 22:59:27","6","10248","Why do I get ""python int too large to convert to C long"" errors when I use matplotlib's DateFormatter to format dates on the x axis?","1","0","0","Michael A","4441","joris","134754"
"27097015","2014-11-24 02:27:12","9","40988","Plot smooth curves of Pandas Series data","3","0","0","Alaa Ali","906","Alaa Ali","906"
"25943736","2014-09-19 23:32:47","1","2465","Python: Inserting a Row into a Data Frame","2","1","0","henny.mcil","11","",""
"26043191","2014-09-25 16:07:54","10","4630","pycharm code autocomplete work only in python console but not on python file","2","6","0","user2773013","3132","",""
"26556752","2014-10-24 21:45:25","3","1733","how to select data frame according to index NOT in a list","1","0","","user2773013","3132","EdChum","381811"
"26455408","2014-10-19 21:03:56","0","132","Restrict index in Pandas Excelfile","1","2","","John Henckle","35","",""
"26933385","2014-11-14 15:28:56","9","16132","Join/Merge two pandas dataframes and filling","2","0","0","azuric","2719","chrisb","50431"
"27012151","2014-11-19 08:31:39","61","90577","forward fill specific columns in pandas dataframe","6","0","0","azuric","2719","Hennep","1632"
"27020312","2014-11-19 15:14:36","40","105368","Drop row in pandas dataframe if any value in the row equals zero","4","0","0","azuric","2719","acushner","9730"
"27428954","2014-12-11 17:33:12","2","2288","Drop row if any column value does not a obey a condition in pandas","1","1","","azuric","2719","fred","9822"
"26141615","2014-10-01 12:40:47","2","375","Groupwise downsampling and plotting of pd.DataFrame","1","3","","Matthias","325","Ffisegydd","52285"
